"","pred.g","target.g"
"1",7.10016984618091,6.87671265694219
"2",7.50430444201938,10.4567126569422
"3",8.56186676068568,12.0367126569422
"4",8.8946882334028,11.2867126569422
"5",8.26742948181247,9.45671265694219
"6",5.37389819288791,5.17671265694219
"7",1.00492436859835,0.486712656942194
"8",1.53212998872163,0.106712656942193
"9",3.54702053128544,2.53671265694219
"10",6.23915005178459,10.6367126569422
"11",9.10563631534202,13.2167126569422
"12",9.56766238968382,8.42671265694219
"13",8.20838351337087,8.67671265694219
"14",8.16551798107453,9.91671265694219
"15",8.88502167716532,9.96671265694219
"16",9.23593708319183,8.60671265694219
"17",9.25187224015989,10.4867126569422
"18",9.2954240747794,13.4767126569422
"19",8.85848518663951,9.86671265694219
"20",8.45584543555849,12.0367126569422
"21",8.32830825296576,7.21671265694219
"22",8.163805820564,9.04671265694219
"23",9.39258179341857,11.1767126569422
"24",9.14422823747931,10.9467126569422
"25",7.48371537232437,6.00671265694219
"26",5.67959834003782,4.35671265694219
"27",5.90017742471815,7.52671265694219
"28",7.64631948770652,9.45671265694219
"29",8.33343914181254,9.47671265694219
"30",8.26760844772677,8.34671265694219
"31",7.38847754248912,8.96671265694219
"32",6.90860201506016,8.88671265694219
"33",7.37033886770116,7.23671265694219
"34",7.95953620325732,9.99671265694219
"35",7.97485057221013,8.42671265694219
"36",7.09818204620414,8.00671265694219
"37",7.8222230075956,8.80671265694219
"38",7.45003542537081,5.94671265694219
"39",5.81020350973295,6.48671265694219
"40",5.83664931886914,5.56671265694219
"41",6.90146734713713,8.16671265694219
"42",8.13831356418997,9.11671265694219
"43",8.55380929976701,10.0967126569422
"44",9.06864709688374,13.4467126569422
"45",9.23528034220272,5.28671265694219
"46",5.60352464370042,8.34671265694219
"47",4.92316934188672,6.10671265694219
"48",5.87346835991784,8.26671265694219
"49",8.10007318224149,9.83671265694219
"50",8.99251627526565,12.1367126569422
"51",9.55361036959085,11.9767126569422
"52",8.41823303222003,12.5267126569422
"53",9.647970946864,8.42671265694219
"54",5.03802191582547,6.12671265694219
"55",5.75685768555751,5.59671265694219
"56",8.15002704307233,5.61671265694219
"57",8.00024216025736,7.15671265694219
"58",8.04904712383476,8.34671265694219
"59",7.82099101902479,9.83671265694219
"60",8.44079312383734,8.83671265694219
"61",8.70229428283833,10.6367126569422
"62",9.32955862711349,11.6467126569422
"63",9.59011622028951,10.2267126569422
"64",8.9671095070739,7.00671265694219
"65",5.86191227516546,8.39671265694219
"66",6.76001716261701,8.57671265694219
"67",6.57149135256199,4.79671265694219
"68",6.19501018630379,3.38671265694219
"69",1.81208880528419,4.35671265694219
"70",5.59054721804826,7.77671265694219
"71",7.05798821934281,7.67671265694219
"72",5.71984609635994,3.82671265694219
"73",6.16921752285932,9.94671265694219
"74",6.60022456979041,1.64671265694219
"75",1.49458919172277,-2.15328734305781
"76",0.836415027194991,-1.10328734305781
"77",2.83802129546172,3.00671265694219
"78",5.4901137840133,5.61671265694219
"79",6.76186115069835,9.47671265694219
"80",7.28063859479474,10.1467126569422
"81",7.44038165241292,8.26671265694219
"82",7.46685342758579,10.3867126569422
"83",8.74986725784492,9.94671265694219
"84",9.4174516638674,13.6567126569422
"85",8.49016214962679,8.13671265694219
"86",8.19217271693657,10.6367126569422
"87",6.73346788881161,6.12671265694219
"88",5.28355995443429,4.02671265694219
"89",4.30801675554875,6.20671265694219
"90",6.02833739271357,4.30671265694219
"91",6.44990159080006,5.46671265694219
"92",6.31627477339106,5.92671265694219
"93",6.62010456694548,8.49671265694219
"94",6.28337660388013,6.72671265694219
"95",5.39163539280114,4.15671265694219
"96",4.92538684141867,4.41671265694219
"97",2.93285984754842,3.33671265694219
"98",2.90632535441005,1.89671265694219
"99",4.05324199847877,5.25671265694219
"100",2.66484720550457,0.946712656942193
"101",-0.105435229234983,-1.66328734305781
"102",-2.56988801121671,-5.74328734305781
"103",0.189005445196875,-0.843287343057806
"104",1.68542348230748,0.646712656942194
"105",2.66314682957991,1.41671265694219
"106",3.8952654303094,3.84671265694219
"107",4.80162232421593,5.25671265694219
"108",3.59665281273901,1.56671265694219
"109",4.06691531391379,3.79671265694219
"110",4.94701535153562,-2.20328734305781
"111",-3.66451844514504,-4.53328734305781
"112",0.5515863803236,0.516712656942193
"113",2.50501106963186,1.46671265694219
"114",0.528945793992604,3.56671265694219
"115",1.65888389583114,2.74671265694219
"116",2.90474002800173,4.23671265694219
"117",4.23142733377525,3.23671265694219
"118",4.77578172347298,4.38671265694219
"119",5.3724556796813,3.97671265694219
"120",3.77598145260412,1.15671265694219
"121",3.58803128960828,3.38671265694219
"122",4.11260515204528,3.94671265694219
"123",4.17479820413177,2.33671265694219
"124",4.41034810712584,3.61671265694219
"125",1.90808803921022,2.41671265694219
"126",3.48408165473018,3.43671265694219
"127",-0.826547833389516,-3.99328734305781
"128",-3.38034693874024,-4.23328734305781
"129",-1.56728171060774,-3.46328734305781
"130",-0.219981416424656,1.00671265694219
"131",1.77812203349476,-2.53328734305781
"132",-0.0946063932482255,-4.97328734305781
"133",-5.30937418966308,-6.10328734305781
"134",-4.39221662293265,-8.20328734305781
"135",-5.36006668436792,-7.64328734305781
"136",-3.20354519372099,-6.28328734305781
"137",-2.74501175105059,-4.58328734305781
"138",-0.897990836628924,-3.51328734305781
"139",-0.475631528538663,-0.923287343057806
"140",0.610794536625041,-0.513287343057806
"141",1.40298321146323,-1.05328734305781
"142",2.47128058877616,2.71671265694219
"143",1.79300876179742,0.716712656942192
"144",0.622757389328848,-0.583287343057806
"145",1.54980776635863,-4.66328734305781
"146",-3.45300390412884,-4.02328734305781
"147",-2.21088278659506,-6.10328734305781
"148",-6.65102092864195,-7.38328734305781
"149",-4.62533690384901,-7.40328734305781
"150",-3.48759426027594,-6.66328734305781
"151",-2.80582201181481,-2.53328734305781
"152",-1.43631661169656,-2.92328734305781
"153",-2.45436671196423,-5.43328734305781
"154",-4.5591650559891,-6.28328734305781
"155",-3.53257902064236,-3.76328734305781
"156",-5.06180121273399,-2.94328734305781
"157",-5.09814966930266,-6.53328734305781
"158",-4.46391044809939,-5.12328734305781
"159",-3.36933733919048,-4.92328734305781
