"","pred.g","target.g"
"1",-0.374754629059066,2.38299156599844
"2",1.6498989805199,2.45299156599844
"3",3.64037871788106,2.86299156599844
"4",4.8244318620772,7.05299156599844
"5",6.0010018152247,7.07299156599844
"6",4.41245650449306,4.25299156599844
"7",4.02832309592883,4.45299156599844
"8",4.21712542555313,5.43299156599844
"9",5.35728944432781,6.10299156599844
"10",1.96182359396386,1.58299156599844
"11",-0.641253593843416,-1.28700843400156
"12",1.82237034026967,2.97299156599844
"13",-1.39847035880919,-3.15700843400156
"14",-2.39701823576892,-2.15700843400156
"15",1.09913551956533,1.33299156599844
"16",2.55807258110193,5.86299156599844
"17",3.15960158628955,2.71299156599844
"18",5.32185554508398,5.94299156599844
"19",4.19805698323849,6.35299156599844
"20",5.59414173752756,6.35299156599844
"21",4.28754739139214,4.79299156599844
"22",0.438142735184778,1.81299156599844
"23",1.11876894980152,-0.417008434001556
"24",2.38059120195373,1.61299156599844
"25",3.45506427901377,2.92299156599844
"26",5.15176978985433,3.51299156599844
"27",4.75753217408737,3.58299156599844
"28",2.03316101616974,4.02299156599844
"29",2.02905035917933,2.02299156599844
"30",1.74835672262225,0.812991565998443
"31",1.03609398334833,-1.46700843400156
"32",1.8545586578014,3.12299156599844
"33",2.36806810272596,3.30299156599844
"34",3.50961540226114,5.40299156599844
"35",5.40810596942427,-0.0270084340015568
"36",-0.327844237724515,-2.18700843400156
"37",2.3804118692695,0.862991565998444
"38",5.77914509316558,5.81299156599844
"39",1.81486055920208,2.56299156599844
"40",3.10333330760759,1.58299156599844
"41",4.22769665744967,4.97299156599844
"42",5.95188345269215,4.45299156599844
"43",7.03805173974318,6.27299156599844
"44",7.01886374230573,11.6429915659984
"45",6.54204592451403,0.512991565998444
"46",2.9999359196908,3.38299156599844
"47",4.34325727967605,4.81299156599844
"48",2.34525886458682,0.332991565998444
"49",1.25083947473674,0.382991565998443
"50",4.82691493001265,3.40299156599844
"51",6.05880571748252,6.40299156599844
"52",5.68111229155412,6.27299156599844
"53",5.53274758293601,3.89299156599844
"54",1.24336747948555,4.71299156599844
"55",4.85717557113266,4.81299156599844
"56",4.06685583196811,3.15299156599844
"57",5.38772082135899,6.95299156599844
"58",7.58056329819888,6.92299156599844
"59",5.67201010822357,5.22299156599844
"60",4.55724735462371,7.56299156599844
"61",6.24662481618036,7.90299156599844
"62",7.20266834791629,6.02299156599844
"63",5.77155634174095,5.92299156599844
"64",6.3993055047172,8.70299156599844
"65",6.90069529897226,6.56299156599844
"66",6.74162220993879,7.31299156599844
"67",6.91306185696062,9.11299156599844
"68",7.72752733258545,10.7629915659984
"69",7.65894987437707,12.7429915659984
"70",7.43837347172687,8.96299156599845
"71",7.31638886086103,8.21299156599845
"72",8.00608836965239,12.5929915659984
"73",8.97556845773341,10.8929915659984
"74",9.13818421696143,13.3629915659984
"75",9.40003952482655,11.4029915659984
"76",9.29815776799017,10.5029915659984
"77",7.06792372675155,10.9729915659984
"78",7.76065089905454,11.1529915659984
"79",8.41751233421189,13.0529915659984
"80",8.29191547926733,11.8729915659984
"81",8.39706560926061,9.47299156599844
"82",5.49806860032055,7.56299156599844
"83",7.41314774066214,7.33299156599844
"84",3.99807724925547,4.30299156599844
"85",1.65349443090244,2.25299156599844
"86",5.55158171320392,3.79299156599844
"87",7.36147193811104,6.35299156599844
"88",7.80612103101655,12.1329915659984
"89",6.6477758368755,8.10299156599844
"90",6.19364270397627,7.92299156599844
"91",7.82637502831164,11.2229915659984
"92",5.77872964911004,7.36299156599844
"93",6.49038531625948,6.74299156599844
"94",7.81510086027491,6.12299156599844
"95",8.00153567858748,7.92299156599844
"96",8.70794011688083,9.34299156599844
"97",9.43454097408237,10.0929915659984
"98",9.36126208064291,11.3029915659984
"99",9.15418541062343,10.5529915659984
"100",7.90323577723674,12.0529915659984
"101",9.19764509724253,10.1429915659984
"102",9.67106259140731,12.4929915659984
"103",8.96300437388995,10.3729915659984
"104",7.5728845805447,13.8829915659984
"105",8.11161275916058,3.53299156599844
"106",-0.762018862411475,-1.74700843400156
"107",2.37663428725337,0.352991565998444
"108",4.91815987956739,4.97299156599844
"109",6.59246379925113,4.48299156599844
"110",5.48321297664809,8.90299156599844
"111",6.72974506823915,5.92299156599844
"112",6.64698573345514,9.08299156599844
"113",7.86460947631873,10.9129915659984
"114",6.66157225813878,7.46299156599845
"115",6.12624600254944,10.3529915659984
"116",6.99803236174191,9.24299156599844
"117",7.50398884180869,11.9529915659984
"118",7.84351179571546,4.97299156599844
"119",4.03385501942111,5.33299156599844
"120",5.9008869951366,9.45299156599844
"121",7.80705348100455,9.55299156599845
"122",6.66841488963305,7.85299156599844
"123",7.63955475468671,8.49299156599844
"124",7.11635034894137,9.45299156599844
"125",7.57142672777615,5.53299156599844
"126",5.62217121615484,2.92299156599844
"127",5.29863466146344,5.43299156599844
"128",4.43218230005824,5.89299156599844
"129",1.79092174506975,3.35299156599844
