"","pred.g","target.g"
"1",7.99379139779258,6.87671265694219
"2",9.38187339989423,10.4567126569422
"3",10.3286542196948,12.0367126569422
"4",10.9084302781907,11.2867126569422
"5",10.3385668540644,9.45671265694219
"6",7.00783861454319,5.17671265694219
"7",1.84850836884559,0.486712656942194
"8",1.87745790313339,0.106712656942193
"9",4.32910237576047,2.53671265694219
"10",7.07112703389983,10.6367126569422
"11",10.7663217547715,13.2167126569422
"12",10.9090814264949,8.42671265694219
"13",9.47101200745351,8.67671265694219
"14",9.45056834756387,9.91671265694219
"15",10.7684581603735,9.96671265694219
"16",11.6214792170418,8.60671265694219
"17",11.5550804659691,10.4867126569422
"18",11.1809394388315,13.4767126569422
"19",10.6616866165252,9.86671265694219
"20",10.7737600255848,12.0367126569422
"21",10.3951568349142,7.21671265694219
"22",9.20854251502332,9.04671265694219
"23",11.5823120473228,11.1767126569422
"24",10.9405354848893,10.9467126569422
"25",8.25895256953214,6.00671265694219
"26",6.28757431331659,4.35671265694219
"27",7.38108641001925,7.52671265694219
"28",9.05325043556855,9.45671265694219
"29",10.0462915473524,9.47671265694219
"30",9.61565162023216,8.34671265694219
"31",8.27018347960986,8.96671265694219
"32",7.87194437252883,8.88671265694219
"33",7.90786379027615,7.23671265694219
"34",8.56522716530878,9.99671265694219
"35",9.1867118692978,8.42671265694219
"36",8.2006024908734,8.00671265694219
"37",9.0277525865097,8.80671265694219
"38",8.66695650431252,5.94671265694219
"39",6.08648054203389,6.48671265694219
"40",7.01750996451052,5.56671265694219
"41",7.9213757168063,8.16671265694219
"42",9.24346084218748,9.11671265694219
"43",10.2295438550977,10.0967126569422
"44",10.7800070545311,13.4467126569422
"45",10.125174768858,5.28671265694219
"46",4.838790908066,8.34671265694219
"47",5.51546502483431,6.10671265694219
"48",6.68838605541577,8.26671265694219
"49",9.27801963961308,9.83671265694219
"50",10.4708458344313,12.1367126569422
"51",10.8053850603438,11.9767126569422
"52",9.32075973597841,12.5267126569422
"53",10.6669261632485,8.42671265694219
"54",6.54390064094722,6.12671265694219
"55",7.15215465055714,5.59671265694219
"56",9.08934642236524,5.61671265694219
"57",8.55317732638212,7.15671265694219
"58",8.96086167917266,8.34671265694219
"59",8.69440300455438,9.83671265694219
"60",9.5033768745189,8.83671265694219
"61",9.947916221332,10.6367126569422
"62",10.8729127347956,11.6467126569422
"63",11.3549214720067,10.2267126569422
"64",10.7737160830612,7.00671265694219
"65",6.69586507293285,8.39671265694219
"66",7.30228388296615,8.57671265694219
"67",7.11247854651933,4.79671265694219
"68",6.91755190868544,3.38671265694219
"69",1.6636579514124,4.35671265694219
"70",6.87617642741669,7.77671265694219
"71",8.12937725279925,7.67671265694219
"72",6.30303888580463,3.82671265694219
"73",7.19832625853831,9.94671265694219
"74",7.63860557742692,1.64671265694219
